id;studyid;reference;lat;lon;mat;map;clay;soc;ph;year;g_crop_type;management;describe;fertilizer_type;crop_residue;tillage;cover_crop_and_crop_rotation;fertilizer_strategy;rfr;rfp;rft;n_dose;replication ;nue_type;nuet_mean;nuet_sd;nuec_mean;nuec_sd;nup_type;nut_mean;nut_sd;nut_0N;nuc_mean;nuc_sd;nuc_0N
117;28;Chen,X_2010_Effect__Chinese;30,28;120,55;17,28812472;1492,516453;28,26428571;15,00714286;6,721428571;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;210;3;REN;19,9;;6,64;;;;;;;;
118;28;Chen,X_2010_Effect__Chinese;30,28;120,55;17,28812472;1492,516453;28,26428571;15,00714286;6,721428571;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;210;3;REN;20,67;;6,64;;;;;;;;
119;29;Chen,X_2010_Effect_Chinese;30,28;120,55;17,28812472;1492,516453;28,26428571;15,00714286;6,721428571;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;210;3;REN;12,17;;6,64;;;;;;;;
120;30;Chen_2006_Synchronizing;40,01;116,19;12,41815402;533,3415391;20,04285714;17,46428571;6,964285714;2;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;55;3;REN;67,3;;19,1;;up_total;162;;;183;;
121;30;Chen_2006_Synchronizing;40,01;116,19;12,41815402;533,3415391;20,04285714;17,46428571;6,964285714;2;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;65;3;REN;66,3;;18,2;;up_total;130;;;141;;
122;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;27,5;;13,7;;up_total;126,5;;;105,8;;
123;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;30,8;;13,7;;up_total;131,4;;;105,8;;
124;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;34,3;;13,7;;up_total;136,7;;;105,8;;
125;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;56,3;;41,3;;up_total;271,2;;;246,9;;
126;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;66,7;;41,3;;up_total;297,6;;;246,9;;
127;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;61,9;;41,3;;up_total;278;;;246,9;;
128;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;68,1;;60,2;;up_total;204,7;;;214;;
129;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;87,1;;60,2;;up_total;258,8;;;214;;
130;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;87;;60,2;;up_total;272,6;;;214;;
131;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;67,7;;63,5;;up_total;136,2;;;146,7;;
132;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;79,4;;63,5;;up_total;120,7;;;146,7;;
133;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;83,2;;63,5;;up_total;143,8;;;146,7;;
134;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;67,9;;64,1;;up_total;176,5;;;139,6;;
135;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;75,3;;64,1;;up_total;184,5;;;139,6;;
136;31;Chen_2019_Winter;35,7;108,2;10,40856743;621,0170278;27,65;10,73571429;8,192857143;2;wheat;CC;;mineral;no;conventional;yes;conventional;no;no;no;150;3;REN;80;;64,1;;up_total;192,6;;;139,6;;
137;32;Christianson_1990_Fate;13,25;2,3;29,09766248;355,0960788;8,907142857;2,685714286;5,214285714;3;wheat;RFP;band/broadcast;mineral;no;conventional;no;placement;no;yes;no;90;2;REN;31;;31,3;;;;;;;;
138;32;Christianson_1990_Fate;13,25;2,3;29,09766248;355,0960788;8,907142857;2,685714286;5,214285714;3;wheat;RFT;split times;mineral;no;conventional;no;timing;no;no;yes;90;2;REN;31,3;;26,7;;;;;;;;
139;33;Corbeels_1999_Fate;33,85;-5,57;17,48530897;563,4902233;34,42857143;10,32142857;7,792857143;2;wheat;RFT;split times;mineral;no;conventional;no;timing;no;no;yes;100;3;REN;30,7;2,6;24,2;2,8;up_total;136;;;131;;
140;34;Cui_2007_On-farm;35,67;116,78;14,61828423;688,200208;26,18571429;5,735714286;7,8;2;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;130;3;REN;44;5;18;2;;;;;;;
141;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;164;4;REN;35;;22;;up_total;95;;;232;;
142;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;115;4;REN;56;;19;;up_total;90;;;269;;
143;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;92;4;REN;64;;17;;up_total;49;;;224;;
144;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;98;4;REN;44;;15;;up_total;105;;;241;;
145;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;171;4;REN;29;;12;;up_total;107;;;200;;
146;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;140;4;REN;41;;16;;up_total;90;;;186;;
147;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;71;4;REN;50;;15;;up_total;88;;;240;;
148;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;133;4;REN;63;;22;;up_total;50;;;156;;
149;35;Cui_2010_In-season;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;162;4;REN;45;;21;;up_total;122;;;217;;
150;36;Cui_2011_Using;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;117;3;REN;47;;20;;up_total;138;;;153;;
151;36;Cui_2011_Using;37,4;117,7;14,19421196;613,6838661;26,10714286;7,621428571;7,892857143;1;wheat;RFR;farmers’ N practice 369kg N/ha;mineral;no;conventional;no;rate;yes;no;no;117;3;REN;58;;24;;up_total;161;;;167;;
152;37;Dang,j_2008_Effect_Chinese;36,19;111,49;12,92967745;648,8860475;18,72857143;10,41428571;8;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;225;4;REN;29,05;;25,24;;;;;;;;
153;38;De Antoni Migliorati_2014_Assessing;-26,57;151,83;18,84912732;694,6222724;39,70714286;16,82857143;6,228571429;1;wheat;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;80;4;REN;35,7;2,4;33,8;2,9;;;;;;;
154;38;De Antoni Migliorati_2014_Assessing;-26,57;151,83;18,84912732;694,6222724;39,70714286;16,82857143;6,228571429;1;maize;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;160;4;REN;52,9;5,4;51,9;3,8;;;;;;;
157;40;Delgado_1996_Mitigation;40,57;-105;8,842616908;567,5223069;30,85;10,54285714;7,621428571;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;90;3;REN;79;;68,88888889;;up_total;169,2;;98,1;160,1;;98,1
158;40;Delgado_1996_Mitigation;40,57;-105;8,842616908;567,5223069;30,85;10,54285714;7,621428571;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;90;3;REN;63,55555556;;68,88888889;;up_total;155,3;;98,1;160,1;;98,1
159;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;rice;RFP;;mineral;no;conventional;no;placement;no;yes;no;100;4;REN;45,25;;35,31;;;;;;;;
160;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;rice;RFP;;mineral;no;conventional;no;placement;no;yes;no;150;4;REN;34,71;;31,78;;;;;;;;
161;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;rice;RFP;;mineral;no;conventional;no;placement;no;yes;no;200;4;REN;22,69;;23,71;;;;;;;;
162;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;rice;RFP;;mineral;no;conventional;no;placement;no;yes;no;250;4;REN;22,378;;24,66;;;;;;;;
163;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;100;4;REN;41,1;;43,63;;;;;;;;
164;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;150;4;REN;44,19;;32,01;;;;;;;;
165;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;200;4;REN;36,95;;30,17;;;;;;;;
166;41;Deng Mei-hua_2005_Optimization_Chinese;31,55;120,7;16,58268852;1252,394336;32,55;14,21428571;7,221428571;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;250;4;REN;33,48;;26,55;;;;;;;;
167;42;Diez, J_2004_Impact;41,44;2,19;15,45221977;462,1885659;30,06428571;23,73571429;7,1;1;maize;OF;poultry litter;organic;no;conventional;no;conventional;no;no;no;170;3;REN;37,6;;27,6;;up_total;182;;;165;;
168;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;43,33333333;;30;;up_total;351;;286;285;;240
169;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;OF;compost;organic;no;conventional;no;conventional;no;no;no;150;3;REN;56;;56,66666667;;up_total;284;;200;285;;200
170;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;11,33333333;;23,33333333;;up_total;216;;199;234;;199
171;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;OF;compost;organic;no;conventional;no;conventional;no;no;no;150;3;REN;36,66666667;;23,33333333;;up_total;254;;199;234;;199
172;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;100;3;REN;53;;74;;up_total;96;;43;117;;43
173;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;wheat;OF;compost;organic;no;conventional;no;conventional;no;no;no;100;3;REN;20;;74;;up_total;63;;43;117;;43
174;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;100;3;REN;58;;69;;up_total;117;;59;128;;59
175;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;wheat;OF;compost;organic;no;conventional;no;conventional;no;no;no;100;3;REN;54;;69;;up_total;113;;59;128;;59
176;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;52;;58;;up_total;313;;235;322;;235
177;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;OF;compost;organic;no;conventional;no;conventional;no;no;no;150;3;REN;49,33333333;;58;;up_total;309;;235;322;;235
178;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;12;;2;;up_total;250;;232;235;;232
179;43;Diez_1997_Nitrate;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;3;maize;OF;compost;organic;no;conventional;no;conventional;no;no;no;150;3;REN;16;;50;;up_total;184;;160;235;;160
180;44;Diez_2006_Nitrate;40,44;-3,76;14,71652641;446,8360739;23,01428571;16,43571429;7,2;3;maize;RFR;farmers’ N practice 300kg N/ha;mineral;no;conventional;no;rate;yes;no;no;150;3;REN;80,5778;;49,03223333;;up_total;216,393;8,197;95,5263;242,623;19,672;95,5263
181;44;Diez_2006_Nitrate;40,44;-3,76;14,71652641;446,8360739;23,01428571;16,43571429;7,2;3;maize;RFR;farmers’ N practice 300kg N/ha;mineral;no;conventional;no;rate;yes;no;no;130;3;REN;84,265;;49,62983333;;up_total;191,803;11,476;82,2585;231,148;24,59;82,2585
182;45;Díez-López_2008_Effect;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;2;maize;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;160;3;REN;66,875;;63,125;;up_total;259;;152;253;;152
183;45;Díez-López_2008_Effect;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;2;maize;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;200;3;REN;72;;69;;up_total;296;;152;290;;152
184;45;Díez-López_2008_Effect;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;2;maize;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;220;3;REN;54,54545455;;50,45454545;;up_total;234;;114;225;;114
185;45;Díez-López_2008_Effect;40,31;-3,43;14,55581678;503,7944892;25,59285714;12,67857143;7,778571429;2;maize;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;260;3;REN;55;;49,61538462;;up_total;257;;114;243;;114
186;46;Dillon_2012_Nitrogen;30,47;-91,23;20,08490206;1451,106261;27,17857143;10,77857143;6,364285714;2;rice;EE;NBPT;enhanced;no;conventional;no;conventional;no;no;no;168;3;REN;65;;59;;;;;;;;
187;46;Dillon_2012_Nitrogen;30,47;-91,23;20,08490206;1451,106261;27,17857143;10,77857143;6,364285714;2;rice;EE;NBPT+DCD;enhanced;no;conventional;no;conventional;no;no;no;168;3;REN;68;;59;;;;;;;;
188;46;Dillon_2012_Nitrogen;30,47;-91,23;20,08490206;1451,106261;27,17857143;10,77857143;6,364285714;2;rice;EE;NBPT;enhanced;no;conventional;no;conventional;no;no;no;168;3;REN;43;;48;;;;;;;;
189;46;Dillon_2012_Nitrogen;30,47;-91,23;20,08490206;1451,106261;27,17857143;10,77857143;6,364285714;2;rice;EE;NBPT+DCD;enhanced;no;conventional;no;conventional;no;no;no;168;3;REN;49;;48;;;;;;;;
190;47;Ding Yan_2015_Characteristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;6;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;165;3;REN;70,4;;38,1;;;;;;;;
191;47;Ding Yan_2015_Characteristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;6;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;330;3;REN;55,1;;38,1;;;;;;;;
192;47;Ding Yan_2015_Characteristics_Chinese;34,06;108,03;11,00435193;1323,307395;17,82142857;21,27857143;5,907142857;6;wheat;RES;5000kg/ha;mineral;yes;conventional;no;rate;yes;no;no;330;3;REN;66,3;;38,1;;;;;;;;
193;48;Ding Zhe-li_2010_Research_Chinese;30,12;112,8;17,39894829;1307,937811;37,15;15,92142857;7,292857143;1;rice;CF;;combined;no;conventional;no;conventional;no;no;no;150;3;REN;34,8;;25,73;;;;;;;;
194;48;Ding Zhe-li_2010_Research_Chinese;30,12;112,8;17,39894829;1307,937811;37,15;15,92142857;7,292857143;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;165;3;REN;40,1;;25,23;;;;;;;;
195;49;Ding_2015_Nitrous;35;114,4;15,54653943;612,4424497;14,10714286;4,907142857;8,385714286;1;wheat;EE;NBPT;enhanced;no;conventional;no;conventional;no;no;no;200;3;REN;29,2;1;28,8;0,8;up_total;94,8;4,5;;93,9;0,7;
196;49;Ding_2015_Nitrous;35;114,4;15,54653943;612,4424497;14,10714286;4,907142857;8,385714286;1;wheat;EE;DCD;enhanced;no;conventional;no;conventional;no;no;no;200;3;REN;29,3;0,9;28,8;0,8;up_total;95;1,1;;93,9;0,7;
197;49;Ding_2015_Nitrous;35;114,4;15,54653943;612,4424497;14,10714286;4,907142857;8,385714286;1;wheat;EE;NBPT+DCD;enhanced;no;conventional;no;conventional;no;no;no;200;3;REN;31,2;1,2;28,8;0,8;up_total;98,8;4,2;;93,9;0,7;
198;50;Diwakar, J_2014_Effect;29,67;77,7;23,57083956;1109,069745;28,99285714;9,128571429;7,228571429;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;60;3;REN;67,55;;55,45;;up_total;86,65;;;79,39;;
199;50;Diwakar, J_2014_Effect;29,67;77,7;23,57083956;1109,069745;28,99285714;9,128571429;7,228571429;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;60;3;REN;65,07;;55,45;;up_total;85,16;;;79,39;;
200;50;Diwakar, J_2014_Effect;29,67;77,7;23,57083956;1109,069745;28,99285714;9,128571429;7,228571429;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;60;3;REN;59,07;;55,45;;up_total;81,56;;;79,39;;
201;50;Diwakar, J_2014_Effect;29,67;77,7;23,57083956;1109,069745;28,99285714;9,128571429;7,228571429;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;60;3;REN;50,1;;55,45;;up_total;76,18;;;79,39;;
202;50;Diwakar, J_2014_Effect;29,67;77,7;23,57083956;1109,069745;28,99285714;9,128571429;7,228571429;1;rice;CF;FYM;combined;no;conventional;no;conventional;no;no;no;60;3;REN;62,4;;55,45;;up_total;83,56;;;79,39;;
203;51;Dong_2015_Effects;28,89;121,1;17,03132133;1662,77837;32,57142857;18,92857143;5,7;3;rice;RFR;farmers’ N practice 315kg N/ha;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;20,4;1,3;12,1;0,2;up_total;92,4;0,8;;91,4;1;
204;51;Dong_2015_Effects;28,89;121,1;17,03132133;1662,77837;32,57142857;18,92857143;5,7;3;rice;RFR;farmers’ N practice 315kg N/ha;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;30,2;4,3;18,7;1,1;up_total;94,3;8,3;;95,6;3;
205;51;Dong_2015_Effects;28,89;121,1;17,03132133;1662,77837;32,57142857;18,92857143;5,7;3;rice;RFR;farmers’ N practice 315kg N/ha;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;36,2;2,2;22,2;2;up_total;85,9;2;;93,1;4,9;
206;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;EE;NI;enhanced;no;conventional;no;timing;no;no;yes;150;3;REN;41,8;;26,1;;;;;;;;
207;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;EE;NI;enhanced;no;conventional;no;timing;no;no;yes;225;3;REN;31,4;;26,1;;;;;;;;
208;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;37,3;;26,1;;;;;;;;
209;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;26,3;;26,1;;;;;;;;
210;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;RFT;NI;enhanced;no;conventional;no;timing;no;no;yes;150;3;REN;41,8;;26,1;;;;;;;;
211;52;Du An-gang_2003_Transformation_Chinese;20,01;110,38;24,73145154;1529,204292;35,85714286;17,95714286;5,9;1;maize;RFT;NI;enhanced;no;conventional;no;timing;no;no;yes;225;3;REN;31,4;;26,1;;;;;;;;
212;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;42,9;;33,8;;;;;;;;
213;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;135;3;REN;49,9;;33,8;;;;;;;;
214;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;90;3;REN;68,3;;33,8;;;;;;;;
215;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;RFR;;mineral;no;conventional;no;rate;yes;no;no;135;3;REN;41,4;;33,8;;;;;;;;
216;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;RFR;;mineral;no;conventional;no;rate;yes;no;no;90;3;REN;47,7;;33,8;;;;;;;;
217;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;RFR;CRF;enhanced;no;conventional;no;rate;yes;no;no;135;3;REN;49,9;;33,8;;;;;;;;
218;53;Du Jun_2016_Effects_Chinese;33,08;115,23;16,33571587;959,4547907;38,43571429;7,528571429;7,557142857;1;rice;RFR;CRF;enhanced;no;conventional;no;rate;yes;no;no;90;3;REN;68,3;;33,8;;;;;;;;
219;54;Du,J_2016_Effect_Chinese;32,18;114,53;16,2455466;921,0786598;34,45714286;9,171428571;6,928571429;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;48,5;;37,1;;;;;;;;
220;54;Du,J_2016_Effect_Chinese;32,18;114,53;16,2455466;921,0786598;34,45714286;9,171428571;6,928571429;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;55,1;;37,1;;;;;;;;
221;54;Du,J_2016_Effect_Chinese;32,18;114,53;16,2455466;921,0786598;34,45714286;9,171428571;6,928571429;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;50,8;;37,1;;;;;;;;
222;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;maize;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;150;3;REN;54,4;;42,46666667;;up_total;131;;;113,1;;
223;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;maize;CF;hores manure;combined;no;conventional;no;conventional;no;no;no;165;3;REN;47,51515152;;44,12121212;;up_total;129,6;;;124;;
224;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;maize;CF;cow manure;combined;no;conventional;no;conventional;no;no;no;165;3;REN;64;;50,66666667;;up_total;151,4;;;129,4;;
225;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;maize;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;190;3;REN;43,94736842;;28,78947368;;up_total;96,1;;;67,3;;
226;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;wheat;CF;hores manure;combined;no;conventional;no;conventional;no;no;no;165;3;REN;48;;55;;;;;;;;
227;55;Duan Yinghua_2014_Nitrogen;40,14;116,18;11,85427055;590,279592;19,99285714;9,107142857;7,921428571;15;wheat;CF;cow manure;combined;no;conventional;no;conventional;no;no;no;165;3;REN;63;;59;;;;;;;;
